Title,Doi,Publisher Name,Journal Title,License,Total Amount,Payment Year,Payment Date,Institution,Institution grid id
Assessment of fungal spores and spore-like diversity in environmental samples by targeted lysis,10.1186/s12866-023-02809-w,BioMed Central,BMC Microbiology,CC-BY 4.0,2470.479,2023,2023-03-13,5972A289-A8D0-497B-B3C5-8A5F3519F57A,grid.10711.36
Public and Animal Health Risks Associated with Spillover of Brucella melitensis into Dairy Farms,10.1099/mgen.0.001014,Microbiology Society,Microbial Genomics,NA,2389.894,2023,2023-03-20,2d41ad8b-c1a7-42d7-ab57-8e2771c7546f,NA
Trends in bacterial pathogens of bats: global distribution and knowledge gaps,NA,Wiley,Transboundary and Emerging Diseases,CC-BY 4.0,2333.831,2023,2023-03-20,ORG32440,grid.261120.6
Building a genome-based understanding of bacterial pH preferences,10.1126/sciadv.adf8998,American Association for the Advancement of Science,Science Advances,CC-BY-NC,4200.896,2023,2023-03-20,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
How do traditional masculinity ideologies and emotional competence relate to aggression and physical domestic violence in cisgender men?,10.3389/fpsyg.2023.1100114,Frontiers Media,Frontiers in Psychology,CC-BY 4.0,2322.359,2023,2023-04-25,ORG63170,grid.7400.3
Antiferromagnetic spin canting and magnetoelectric multipoles in h-YMnO3,NA,American Physical Society,Physical Review Research,CC-BY 4.0,2432.03,2023,2023-03-20,D5D66F5B-2A30-44D7-9C75-365E3A8B9F80,NA
The role of EphA2 in ADAM17- and ionizing radiation-enhanced lung cancer cell migration,10.3389/fonc.2023.1117326,Frontiers Media,Frontiers in Oncology,CC-BY 4.0,3307.3,2023,2023-05-15,ORG63170,grid.7400.3
"Concept, absolute calibration, and validation of a new benchtop laser imaging polar nephelometer",10.5194/egusphere-2023-392,Copernicus Publications,Atmospheric Measurement Techniques,CC-BY 4.0,2327.014,2023,2023-08-15,D5D66F5B-2A30-44D7-9C75-365E3A8B9F80,NA
Effects of a computerized diagnostic decision support tool on diagnostic quality in emergency departments – study protocol of the DDX-BRO multi-centre cluster randomized cross-over tria,10.1136/bmjopen-2023-072649,BMJ Publishing Group,BMJ Open,NA,2321.388,2023,2023-03-27,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Complete genome of the first colistin-resistant Raoultella electrica strain,10.1128/MRA.00047-23,American Society for Microbiology,Microbiology Resource Announcements,CC-BY 4.0,1120.239,2023,2023-03-20,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
The Etiology and Evolution of Enlarged Perivascular Spaces: Systematic Review and Meta-analysis,10.3389/fnins.2023.1038011,Frontiers Media,Frontiers in Neuroscience,CC-BY 4.0,3197.689,2023,2023-03-27,ORG63170,grid.7400.3
Antibody diversity in IVIG: therapeutic opportunities for novel immunotherapeutic drugs,10.3389/fimmu.2023.1166821,Frontiers Media,Frontiers in Immunology,CC-BY 4.0,3242.466,2023,2023-03-20,ORG63170,grid.7400.3
Characterization of ligand-induced thermal stability of the human organic cation transporter 2 (OCT2),10.3389/fphar.2023.1154213,Frontiers Media,Frontiers in Pharmacology,CC-BY 4.0,3242.466,2023,2023-03-20,ORG63170,grid.7400.3
"Monoclonal antibody-based localization of major diagnostic antigens in metacestode tissue, excretory\/secretory products, and extracellular vesicles of Echinococcus species",10.3389/fcimb.2023.1162530,Frontiers Media,Frontiers in Cellular and Infection Microbiology,CC-BY 4.0,3355.45,2023,2023-04-25,ORG63170,grid.7400.3
Evolution of visual Guanylyl Cyclases and their activating proteins in respect to clade and species specific visual system adaptation,10.3389/fnmol.2023.1131093,Frontiers Media,Frontiers in Molecular Neuroscience,CC-BY 4.0,3197.689,2023,2023-03-27,ORG63170,grid.7400.3
Structural conservation of HBV-like capsid proteins over hundreds of millions of years despite the shift from non-enveloped to enveloped life-style,NA,Nature Research,Nature Communications,CC-BY 4.0,5561.821,2023,2023-03-20,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Late Holocene pteropod distribution across the base of the south-eastern Mediterranean margin: the importance of the > 63 µm fraction,10.5194/jm-42-13-2023,Copernicus Publications,Journal of Micropalaeontology,CC-BY 4.0,1181.024,2023,2023-03-27,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Effectiveness of transition care intervention targeted to high-risk patients to reduce readmissions: study protocol for the TARGET-READ multicenter randomized-controlled trial,10.3390/healthcare11060886,MDPI,Healthcare,CC-BY 4.0,1723.2,2023,2023-03-20,ORG20754,grid.9851.5
How municipalities support energy cooperatives: survey results from Germany and Switzerland,10.1186/s13705-020-00248-3,BioMed Central,"Energy, Sustainability and Society",CC-BY 4.0,1375.1,2023,2023-11-13,6F50D35E-9361-4531-AF66-B3644EDD5205,NA
A dynamic clamping approach using in silico IK1 current for discrimination of chamber-specific  hiPSC-derived cardiomyocytes.,10.1038/s42003-023-04674-9,Nature Research,Communications Biology,CC-BY 4.0,3370.318,2023,2023-03-20,278EF4F9-5098-4759-A204-C9AF197C6493,NA
Collagen constitutes about 12% in females and 17% in males of the total protein in mice,10.1038/s41598-023-31566-z,Nature Research,Scientific Reports,CC-BY 4.0,2292.745,2023,2023-03-27,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Inflammatory stimuli induce shedding of heparan sulfate from arterial but not venous porcine endothelial cells leading to differential proinflammatory and procoagulant responses,10.1038/s41598-023-31396-z,Nature Research,Scientific Reports,CC-BY 4.0,2275.805,2023,2023-05-08,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Commissural dentate granule cell projections and their rapid formation in the adult brain,10.1093/pnasnexus/pgad088,National Academy of Sciences,PNAS Nexus,CC-BY-NC-ND,3886.62,2023,2023-10-02,ORG63170,grid.7400.3
High-Resolution Confocal and Light-Sheet Imaging of Collagen 3D Network Architecture in Very Large Samples,NA,Cell Press,iScience,NA,2779.079,2023,2023-03-27,ORG1032151,grid.8591.5
Quantum States of Fields for Quantum Split Sources,10.22331/q-2023-03-20-958,Verein zur Förderung des Open Access Publizierens in den Quantenwissenschaften,Quantum,CC-BY 4.0,427.716,2023,2023-10-23,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Genetic architecture of a pollinator shift and its fate in secondary hybrid zones of two Petunia species,10.1186/s12915-023-01561-x,BioMed Central,BMC Biology,CC-BY 4.0,2827.184,2023,2023-03-27,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
STrack: A tool to Simply Track bacterial cells in microscopy time-lapse images,10.1128/msphere.00658-22,American Society for Microbiology,mSphere,CC-BY 4.0,2577.794,2023,2023-03-27,ORG20754,grid.9851.5
"Pareto-optimal cycles for power, efficiency and fluctuations of quantum heat engines using reinforcement learning",NA,American Physical Society,Physical Review Research,NA,2416.682,2023,2023-03-27,ORG1032151,grid.8591.5
Improved accuracy and precision of fat-suppressed isotropic 3D T 2 mapping MRI of the knee with dictionary fitting and patch-based denoising,NA,SpringerOpen,European Radiology Experimental,NA,1912.227,2023,2023-03-27,ORG20754,grid.9851.5
Integration host factor regulates colonization factors in the bee gut symbiont Frischella perrara,10.7554/eLife.76182,eLife Sciences Publications,eLife,NA,2761.922,2023,2023-03-27,ORG20754,grid.9851.5
Vulvovaginal yeast infections during pregnancy and perinatal outcomes: systematic review and meta-analysis,10.1186/s12905-023-02258-7,BioMed Central,BMC Women's Health,CC-BY 4.0,2506.521,2023,2023-03-27,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Large-scale morphometry of the subarachnoid space of the optic nerve,10.1186/s12987-023-00423-6,BioMed Central,Fluids and Barriers of the CNS,CC-BY 4.0,2934.071,2023,2023-03-27,69D383DA-275C-4765-A5F0-DF9B9BDB4C46,grid.413357.7
Believe Me! Why Tesla''''''''s Recent Alleged Malfunction Further Highlights the Need for Transparent Dialogue,10.3389/ffutr.2023.1137469,Frontiers Media,Frontiers in Future Transportation,CC-BY 4.0,879.2119,2023,2023-03-27,ORG45610,grid.6612.3
Brief communication: Glacier mapping and change estimation using very high-resolution declassified Hexagon KH-9 panoramic stereo imagery (1971–1984),10.5194/tc-17-1299-2023,European Geosciences Union,The Cryosphere,CC-BY 4.0,611.3538,2023,2023-03-27,6F50D35E-9361-4531-AF66-B3644EDD5205,NA
A deep hierarchy of predictions enables online meaning extraction in a computational model of human speech comprehension,10.1371/journal.pbio.3002046,Public Library of Science,PLoS Biology,CC-BY 4.0,3710.792,2023,2023-03-20,ORG1032151,grid.8591.5
Extracellular Matrix Dynamics as an Emerging yet Understudied Hallmark of Aging and Longevity,10.14336/AD.2022.1116,ScienceQ Publishing Group,Aging and Disease,CC-BY 4.0,2857.415,2022,2022-11-23,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
"Transplacental passage of hyperforin, hypericin, and valerenic acid",10.3389/fphar.2023.1123194,Frontiers Media,Frontiers in Pharmacology,CC-BY 4.0,3197.689,2023,2023-03-27,ORG63170,grid.7400.3
Structure of the connexin-43 gap junction channel in a putative closed state,NA,eLife Sciences Publications,eLife,CC-BY 4.0,1841.281,2023,2023-03-27,D5D66F5B-2A30-44D7-9C75-365E3A8B9F80,NA
Stable MXene Dough with Ultrahigh Solid Fraction and Excellent Redispersibility Toward Efficient Solution Processing and Industrialization,NA,Wiley Open Access,Advanced Science,NA,5119.919,2023,2023-03-27,65B332DD-7921-4D4D-8A30-E8CDF81140F1,NA
Short pulses from a gain-switched quantum cascade laser,NA,Optica Publishing Group,Optica,NA,2835.573,2023,2023-03-27,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
C-type lectin receptor agonists elicit functional IL21-expressing Tfh cells and induce primary B cell responses in neonates,10.3389/fimmu.2023.1155200,Frontiers Media,Frontiers in Immunology,CC-BY 4.0,3197.689,2023,2023-03-27,ORG1032151,grid.8591.5
Sinonasal disease among patients with primary ciliary dyskinesia – an international study,10.1183/23120541.00701-2022,European Respiratory Society,ERJ Open Research,CC-BY 4.0,987.4951,2023,2023-03-27,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Discretising Keyfitz' entropy for studies of actuarial senescence and comparative demography,10.1111/2041-210X.14083,British Ecological Society,Methods in Ecology and Evolution,CC-BY 4.0,2817.91,2023,2023-03-20,7783404a-bd3e-4b84-83d6-5e95ff6e5b92,NA
Working Life During the Pandemic: Experienced Changes and their Implications for Occupational Well-being among Employees in Switzerland,10.5334/spo.39,Ubiquity Press,Swiss Psychology Open,CC-BY 4.0,500,2023,2023-06-26,ORG20754,grid.9851.5
Multivariate Concavity Amplitude Index (MCAI) for characterizing Heschl's gyrus shape,10.1016/j.neuroimage.2023.120052,Elsevier,NeuroImage,CC-BY 4.0,3228.007,2023,2023-03-27,ORG1032151,grid.8591.5
Animal-assisted psychotherapy for pediatric chronic pain: Case series of an open pilot study to test initial feasibility and potential,NA,Dove Press,Journal of Pain Research,NA,2275.118,2023,2023-04-25,C4041288-4037-4A53-8609-E6BCD14C842C,grid.6612.3
Frequency chirped Fourier-Transform spectroscopy,10.1038/s42005-023-01157-5,Nature Research,Communications Physics,CC-BY 4.0,3361.622,2023,2023-03-27,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
Directed growth and fusion of membrane-wall microdomains requires CASP-mediated inhibition and displacement of secretory foci,10.1038/s41467-023-37265-7,Nature Research,Nature Communications,CC-BY 4.0,5547.469,2023,2023-03-27,ORG20754,grid.9851.5
In Vitro Biological Activity of α-Diimine Rhenium Dicarbonyl Complexes and Their Reactivity with Different Functional Groups,10.3390/inorganics11040139,MDPI,Inorganics,CC-BY 4.0,1669.35,2023,2023-03-27,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Assessment of transcriptional reprogramming of lettuce roots in response to chitin soil amendment,10.3389/fpls.2023.1158068,Frontiers Media,Frontiers in Plant Science,CC-BY 4.0,3198.573,2023,2023-03-28,515AF150-92B2-47B0-A615-DBE775854A32,grid.19739.35
N-acetylcysteine overcomes NF1-loss-driven resistance to PI3K alpha inhibition in breast cancer,NA,Cell Press,Cell Reports Medicine,NA,4797.565,2023,2023-04-11,ORG45610,grid.6612.3
"Methemoglobinemia, Increased Deformability and Reduced Membrane Stability of Red Blood Cells in a Cat with a CYB5R3 Splice Defect",10.3390/cells12070991,MDPI,Cells,CC-BY 4.0,1960.14,2023,2023-04-11,ORG63170,grid.7400.3
The core metabolome and root exudation dynamics of three phylogenetically distinct plant species,10.1038/s41467-023-37164-x,Nature Research,Nature Communications,CC-BY 4.0,5470.375,2023,2023-06-12,ORG63170,grid.7400.3
Distraction and cognitive control independently impact parietal and prefrontal response to pain,10.1093/scan/nsad018,Oxford University Press,Social Cognitive and Affective Neuroscience,CC-BY 4.0,1999.295,2023,2023-03-27,ORG1032151,grid.8591.5
2-Hydroxyethyl Methacrylate\/Gelatin\/Alginate Scaffolds Reinforced with Nano TiO2 as a Promising Curcumin Release Platform,10.3390/polym15071643,MDPI,Polymers,CC-BY 4.0,1700,2023,2023-03-27,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
The role of emotional awareness in evaluative judgment: evidence from alexithymia,NA,Nature Research,Scientific Reports,CC-BY 4.0,2303.719,2023,2023-03-28,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Semi-automated workflows to quantify AAV transduction in various brain areas and predict gene editing outcome for neurological disorders,10.1016/j.omtm.2023.03.013,Cell Press,Molecular Therapy - Methods and Clinical Development,CC-BY 4.0,3052.9,2023,2023-04-11,ORG20754,grid.9851.5
"Association between exposure to multiple air pollutants, transportation noise and cause‑specific mortality in adults in Switzerland",10.1186/s12940-023-00983-y,BioMed Central,Environmental Health,CC-BY 4.0,2391.996,2023,2023-05-30,ORG45610,grid.6612.3
The regeneration-responsive element careg monitors activation of Müller glia after MNU-induced damage of photoreceptors in the zebrafish retina,10.3389/fnmol.2023.1160707,Frontiers Media,Frontiers in Molecular Neuroscience,CC-BY 4.0,3193.867,2023,2023-04-03,63926C9D-1C6D-4573-AB9E-E2E1523F828D,grid.8534.a
Genetic insights into the causal relationship between physical activity and cognitive functioning,NA,Nature Research,Scientific Reports,CC-BY 4.0,2292.745,2023,2023-03-27,ORG1032151,grid.8591.5
A New Limit on Intergalactic Magnetic Fields on Subkiloparsec Scales from Fast Radio Bursts,10.3847/2041-8213/acc3a1,IOP Publishing,The Astrophysical Journal Letters,CC-BY 4.0,2182.402,2023,2023-04-25,ORG1032151,grid.8591.5
Comparison of physical activity and sports engagement between children with ADHD undergoing pharmacotherapy and healthy peers,10.1024/2674-0052/a000043,Hogrefe,Sports Psychiatry - Journal of Sports and Exercise Psychiatry,CC-BY 4.0,2261.7,2023,2023-04-25,ORG45610,grid.6612.3
On the complexity of IgE: The role of structural flexibility and glycosylation for binding its receptors,10.3389/falgy.2023.1117611,Frontiers Media,Frontiers in Allergy,CC-BY 4.0,2059.917,2023,2023-04-03,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
CERT1 mutations perturb human development by disrupting sphingolipid homeostasis,10.1172/JCI165019,American Society for Clinical Investigation,The Journal of Clinical Investigation,CC-BY 4.0,4800.29,2023,2023-05-30,ORG63170,grid.7400.3
"Inositol pyrophosphate dynamics reveals control of the yeast PHO starvation program through 1,5-IP8 and the SPX domain of Pho81",NA,eLife Sciences Publications,eLife,NA,1783.008,2023,2023-04-25,ORG20754,grid.9851.5
Erosion and weathering in carbonate regions reveal climatic and tectonic drivers of carbonate landscape evolution,10.5194/esurf-11-247-2023,Copernicus Publications,Earth Surface Dynamics,CC-BY 4.0,1021.672,2023,2023-04-03,490A8208-7E36-4F5A-902E-B811623FCDD8,grid.5801.c
"The effect of compensatory evolution in the emergence and transmission of rifampicin resistant Mycobacterium tuberculosis in Cape Town, South Africa: a genomic epidemiology study",NA,Elsevier,The Lancet Microbe,NA,5597.159,2023,2023-04-11,8757EF9E-C49C-4301-B01E-1531099FC285,grid.417791.d
"Smallholder Livelihood Resilience to Climate Variability in South-eastern Kenya, 2012-2015",10.3389/fsufs.2023.1070083,Frontiers Media,Frontiers in Sustainable Food Systems,CC-BY 4.0,1997.111,2023,2023-04-25,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
A microstructural approach to self-organizing: The emergence of attention networks,NA,Institute for Operations Research and Management Sciences,Organization Science,NA,2781.609,2023,2023-04-03,130C4A91-D272-4D08-843B-3D6F8C7AA6C1,grid.29078.34
High phenotypic plasticity at the dawn of the eosauropterygian radiation,NA,PeerJ,PeerJ – the Journal of Life & Environmental Sciences,NA,1467.66,2023,2023-07-26,ORG63170,grid.7400.3
A 258-year-long data set of temperature and precipitation fields for Switzerland since 1763,10.5194/cp-19-703-2023,Copernicus Publications,Climate of the Past,CC-BY 4.0,1597.923,2023,2023-04-03,E5F3DA36-3B22-44BA-84F1-DDBDE894053C,grid.5734.5
Mapping ethical issues in the use of smart home health technologies to care for older persons: a systematic review,10.1186/s12910-023-00898-w,BioMed Central,BMC Medical Ethics,CC-BY 4.0,1598.358,2023,2023-03-20,ORG45610,grid.6612.3
Transient agonism of the sonic hedgehog pathway triggers a permanent transition of skin appendage fate in the chicken embryo,10.1126/sciadv.adg9619,American Association for the Advancement of Science,Science Advances,CC-BY 4.0,3439.748,2023,2023-05-15,ORG1032151,grid.8591.5
